1JANATAMF,05-08-2012,6.2,6.2,6.1,6.1,6.1,57000,4576985,6446,0
1STICB,05-08-2012,834.8,865,832,846.7,828.7,1600,5709102,4383,0.02
1STPRIMFMF,05-08-2012,9.4,9.5,9.4,9.4,9.4,86500,5670519,1970,0
2NDICB,05-08-2012,284,284,282.5,283.4,280,800,5873276,5390,0.01
3RDICB,05-08-2012,160,160,155,155.7,157.2,2000,6557263,11022,-0.01
4THICB,05-08-2012,152,152,148.5,150,146.6,1700,6536561,2106,0.02
5THICB,05-08-2012,152,154,145,153.5,145.9,9600,5454333,10210,0.05
6THICB,05-08-2012,65.9,66,63.7,65.3,65.4,91400,6495632,11602,0
7THICB,05-08-2012,89.2,89.2,89,89,89,2500,6268122,1944,0
8THICB,05-08-2012,65.5,65.6,63.6,65.2,63.2,36500,5159151,9506,0.03
AAMRATECH,05-08-2012,18.64,20.15,18.48,19.77,18.48,1984950,4633956,7222,0.07
ABBANK,05-08-2012,28.62,29.24,28.27,28.44,29.24,249300,4050983,6570,-0.03
ACI,05-08-2012,125.08,125.17,125,125,125.33,4200,6427621,13074,0
ACIFORMULA,05-08-2012,62.5,63.5,61.5,62.1,63.9,28100,5615501,4329,-0.03
ACIZCBOND,05-08-2012,805,810,802,805.5,809.5,87,5208536,11841,0
ACTIVEFINE,05-08-2012,48,48.72,47.36,47.6,48.16,375625,4744543,13126,-0.01
AFTABAUTO,05-08-2012,83.57,83.57,81.57,81.79,82.86,222180,6207163,3210,-0.01
AGNISYSL,05-08-2012,20.18,20.45,19.91,19.91,20.09,107800,6720779,8307,-0.01
AGRANINS,05-08-2012,26.18,26.27,26.18,26.18,26.45,2750,6315035,7369,-0.01
AIBL1STIMF,05-08-2012,5.6,5.6,5.6,5.6,5.6,1000,4675620,1890,0
AIMS1STMF,05-08-2012,33.8,36.5,33.8,35.9,33.7,755000,6249341,7661,0.07
ALARABANK,05-08-2012,22.56,22.56,22.14,22.22,22.56,245993,5704422,3929,-0.02
AL-HAJTEX,05-08-2012,19.2,19.2,19.13,19.13,19.42,2475,5664613,9343,-0.01
ALLTEX,05-08-2012,7.3,7.4,7.1,7.2,7.3,68000,6863987,3654,-0.01
AMBEEPHA,05-08-2012,231.3,231.3,230.2,230.9,236,550,6194520,4792,-0.02
AMCL(PRAN),05-08-2012,120.1,120.1,120,120,123.3,700,3991666,9228,-0.03
ANLIMAYARN,05-08-2012,17.3,17.5,17.2,17.3,17.4,17000,4443636,13326,-0.01
ANWARGALV,05-08-2012,17.7,17.7,17.3,17.4,17.7,6500,4538873,9552,-0.02
APEXADELFT,05-08-2012,235.5,236.9,235.2,235.6,237.1,2400,5302174,3014,-0.01
APEXFOODS,05-08-2012,64.7,64.7,63,63.3,64,3950,6426761,13220,-0.01
APEXSPINN,05-08-2012,74.5,74.5,67.8,69.2,67.9,1000,6686582,10752,0.02
APEXTANRY,05-08-2012,91.2,91.8,88.6,89,91.7,23900,4263898,4638,-0.03
ARAMIT,05-08-2012,225,235,225,231.4,236.9,1000,5555839,13635,-0.02
ARAMITCEM,05-08-2012,35.25,35.25,34.75,35.1,36.4,7000,5449924,13104,-0.04
ASIAINS,05-08-2012,31.9,33.14,31.24,31.33,33.24,68250,5562023,9113,-0.06
ASIAPACINS,05-08-2012,30,30.4,29.5,29.9,30.1,169000,6410282,14175,-0.01
ATLASBANG,05-08-2012,185.9,186,184.5,184.6,185.1,11700,4813674,5857,0
AZIZPIPES,05-08-2012,17.1,18,16.6,17.5,18.3,950,5854885,8324,-0.04
BANGAS,05-08-2012,46.21,46.65,44.83,46.33,45.88,13681,5232971,3807,0.01
BANKASIA,05-08-2012,20.64,20.64,19.91,19.91,20.55,158400,4270722,4056,-0.03
BATASHOE,05-08-2012,481.8,489.1,481.6,484.3,510.5,800,6590261,6013,-0.05
BATBC,05-08-2012,641,645,641,641.6,644.5,6400,4748055,13349,0
BAYLEASING,05-08-2012,38.5,38.6,37,37.1,38.4,103000,5276706,5990,-0.03
BDAUTOCA,05-08-2012,29.6,30,29.5,29.7,30.4,4000,4386488,5955,-0.02
BDCOM,05-08-2012,14.21,14.71,14.21,14.46,14.63,21780,6288903,7533,-0.01
BDFINANCE,05-08-2012,32.2,32.2,31.1,31.3,32.2,72300,6251618,3162,-0.03
BDLAMPS,05-08-2012,128,128,125,125.5,128,2300,4086935,4625,-0.02
BDTHAI,05-08-2012,27.14,27.62,26.67,26.76,27.24,133770,5728293,9019,-0.02
BDWELDING,05-08-2012,22.1,22.29,21.62,21.81,22,66150,6246553,8074,-0.01
BEACHHATCH,05-08-2012,18.45,18.45,18,18.09,18.09,96250,5789125,8646,0
BEACONPHAR,05-08-2012,17.6,17.6,17,17.1,17.4,384500,4391540,12051,-0.02
BEDL,05-08-2012,32.35,32.66,31.8,32.19,32.27,390806,4685952,9302,0
BERGERPBL,05-08-2012,485.5,485.5,485.5,485.5,490.1,300,6978821,6489,-0.01
BEXIMCO,05-08-2012,53.04,53.04,50.78,51.04,52.17,526930,6676168,6363,-0.02
BGIC,05-08-2012,29.3,29.6,28.7,29,29.7,101400,4432403,7669,-0.02
BIFC,05-08-2012,25.55,25.64,24.91,25,25.64,59400,4648701,4742,-0.02
BRACBANK,05-08-2012,22.6,22.6,21.77,21.77,22.6,404942,5545371,10214,-0.04
BRACSCBOND,05-08-2012,1060,1060,1060,1060,1055,15,4082662,14307,0
BSC,05-08-2012,216,220,215,216.5,218.5,5575,4477925,8405,-0.01
BSCCL,05-08-2012,60.87,65.61,60.23,64.58,60.48,3716317,3995633,8333,0.07
BSRMSTEEL,05-08-2012,68.1,68.1,66.19,66.48,68.29,207900,6165140,14732,-0.03
BXPHARMA,05-08-2012,44.35,44.43,43.48,43.57,44.35,158183,4607596,7398,-0.02
BXSYNTH,05-08-2012,18.73,18.73,18.09,18.18,18.91,222640,4942667,14710,-0.04
CENTRALINS,05-08-2012,32.05,32.95,31.7,32.32,32.14,65856,4078532,6246,0.01
CITYBANK,05-08-2012,22.82,22.82,22.18,22.27,22.45,440715,6362451,2491,-0.01
CITYGENINS,05-08-2012,27,27.73,26.27,27.45,27.18,855800,5924090,8605,0.01
CMCKAMAL,05-08-2012,17.65,17.65,17.04,17.13,17.39,459310,4086851,11795,-0.01
CONFIDCEM,05-08-2012,102.4,103,99.6,100.3,103.7,111100,5051569,2586,-0.03
CONTININS,05-08-2012,30.9,31.4,30.8,31,31.7,38000,4770921,14685,-0.02
CVOPRL,05-08-2012,158.75,161.58,154.17,154.92,159.92,31320,4384885,1658,-0.03
DACCADYE,05-08-2012,27.35,27.52,26.87,27.11,27.52,196504,6193450,2349,-0.01
DAFODILCOM,05-08-2012,13.7,14,13.7,13.7,13.7,66000,4116111,13921,0
DBH,05-08-2012,79.5,79.5,76.1,77.5,77.5,23000,4539714,4700,0
DBH1STMF,05-08-2012,5.7,6,5.6,5.9,5.8,230500,4496380,5056,0.02
DELTALIFE,05-08-2012,156.63,156.63,155.3,155.77,157.84,22440,4044294,11500,-0.01
DELTASPINN,05-08-2012,16.27,16.27,15.53,15.6,15.73,177300,6052936,13337,-0.01
DESCO,05-08-2012,60.72,61.4,60.72,61.02,61.1,163329,5760415,6189,0
DESHBANDHU,05-08-2012,24,24.48,23.52,23.62,24.1,105525,4173974,1847,-0.02
DHAKABANK,05-08-2012,20.6,20.6,19.66,19.74,20.26,123308,4292398,5998,-0.03
DHAKAINS,05-08-2012,57.5,57.5,56.3,56.7,57.4,67500,5275097,13791,-0.01
DSHGARME,05-08-2012,31,31.4,29.5,30.4,29.7,1800,6449551,11790,0.02
DULAMIACOT,05-08-2012,8.7,8.7,8.5,8.6,8.6,800,4528526,6666,0
DUTCHBANGL,05-08-2012,101.1,103,101.1,101.8,102.2,18500,4182990,7507,0
EASTERNINS,05-08-2012,39.7,40.8,39.7,39.9,41.2,15600,4332225,4290,-0.03
EASTLAND,05-08-2012,52.31,54.54,52.31,53.77,54.15,85280,4678455,7891,-0.01
EBL,05-08-2012,33,33,31.4,31.7,33.2,122800,4072185,3088,-0.05
EBL1STMF,05-08-2012,9.7,9.7,9.4,9.4,9.6,376500,6593697,12869,-0.02
ECABLES,05-08-2012,56.5,56.8,56.5,56.7,55.3,600,5182226,14164,0.03
EHL,05-08-2012,46.67,47.24,46.35,46.67,47,99546,4622349,3133,-0.01
EXIMBANK,05-08-2012,15.45,15.45,15.09,15.09,15.18,505670,4003909,10906,-0.01
FAREASTLIF,05-08-2012,100.87,104.35,100.87,102.7,103.91,50945,5705474,8501,-0.01
FASFIN,05-08-2012,12.88,12.97,12.69,12.69,13.16,165360,4971175,4369,-0.04
FEDERALINS,05-08-2012,23.84,23.84,22.23,22.77,23.04,169904,6605275,4947,-0.01
FINEFOODS,05-08-2012,16.36,16.36,16.09,16.09,16.55,19250,4629085,2135,-0.03
FIRSTSBANK,05-08-2012,13.64,13.64,13.27,13.27,13.55,108350,4178584,4619,-0.02
FLEASEINT,05-08-2012,34.88,34.88,33.76,34,35.12,165000,6359741,5433,-0.03
FUWANGCER,05-08-2012,22.73,23.22,22.31,22.4,22.98,295240,5607178,5044,-0.03
FUWANGFOOD,05-08-2012,25.32,25.49,24.19,24.27,25.57,350627,5474559,5501,-0.05
GBBPOWER,05-08-2012,26.61,27.48,25.74,26.96,26.26,862960,6577034,5740,0.03
GEMINISEA,05-08-2012,153.2,153.2,150.1,151.2,154.9,750,4838845,9496,-0.02
GLAXOSMITH,05-08-2012,540,540,540,540,560,50,6274319,3226,-0.04
GLOBALINS,05-08-2012,33.93,33.93,32.86,33.21,34.38,16240,6872065,9494,-0.03
GOLDENSON,05-08-2012,40.87,41.65,40.87,41.04,41.13,289800,6007574,6401,0
GP,05-08-2012,193,193,188.2,189.1,193.1,618400,6503508,5821,-0.02
GPHISPAT,05-08-2012,55.3,55.61,53.64,54.7,54.39,1111440,5462401,6758,0.01
GQBALLPEN,05-08-2012,133.33,135.25,131.75,132.25,133.5,41700,5132716,11262,-0.01
GRAMEEN1,05-08-2012,46.6,47.9,46.3,47.2,46.3,204500,6709775,12084,0.02
GRAMEENS2,05-08-2012,14.9,15.1,14.7,15,14.6,583500,6126859,12316,0.03
GREENDELMF,05-08-2012,4.6,4.8,4.6,4.7,4.6,13000,5352172,3110,0.02
GREENDELT,05-08-2012,84.96,86.96,82.7,85.22,83.83,35190,5492662,8459,0.02
GSPFINANCE,05-08-2012,30.26,30.87,29.57,29.65,30.7,612375,6504222,4672,-0.03
HAKKANIPUL,05-08-2012,19.8,20.8,19.8,20.2,20.7,3500,6911532,6098,-0.02
HEIDELBCEM,05-08-2012,247.2,249.5,245,247.3,247.1,6650,6671725,3075,0
HRTEX,05-08-2012,21.3,21.5,20.9,20.9,21.3,62000,4224327,1729,-0.02
IBBLPBOND,05-08-2012,955,970,955,961,972.75,155,4308706,3796,-0.01
IBNSINA,05-08-2012,65.83,67.83,65.83,67.25,66.58,12120,4073371,6251,0.01
ICB,05-08-2012,1360,1361.6,1328,1344,1361.6,1375,5014580,6593,-0.01
ICB1STNRB,05-08-2012,28.6,29.8,28.6,29,28.9,178500,6570689,5170,0
ICB2NDNRB,05-08-2012,16.3,16.7,16,16.5,16.5,2240500,5013285,8659,0
ICB3RDNRB,05-08-2012,4.9,4.9,4.7,4.8,4.9,261500,5416914,4824,-0.02
ICBAMCL2ND,05-08-2012,6.9,6.9,6.8,6.8,6.9,47000,5605264,9796,-0.01
ICBEPMF1S1,05-08-2012,7.1,7.2,6.9,7,7,85000,4877915,14692,0
ICBIBANK,05-08-2012,7.5,7.5,7.2,7.2,7.5,196000,5239337,6054,-0.04
ICBISLAMIC,05-08-2012,23.7,24.7,23.7,24.2,24,197000,6682461,4807,0.01
IDLC,05-08-2012,77.69,78.38,76.54,76.85,77.92,74100,4971451,13384,-0.01
IFIC,05-08-2012,30.36,31.45,28.91,29.09,31.18,101640,6112938,4941,-0.07
IFIC1STMF,05-08-2012,7,7.3,7,7.2,7.2,285500,6744343,8277,0
IFILISLMF1,05-08-2012,4.4,4.5,4.3,4.4,4.4,128500,4716879,3408,0
ILFSL,05-08-2012,20.6,20.7,19.9,20,20.9,201500,5389801,11786,-0.04
INTECH,05-08-2012,14.64,15,14.55,14.64,14.82,79750,4792617,10190,-0.01
IPDC,05-08-2012,17.2,17.6,17.2,17.4,17.4,54500,5864085,9845,0
ISLAMIBANK,05-08-2012,34.1,34.44,34.1,34.27,34.44,202761,4528939,8167,0
ISLAMICFIN,05-08-2012,28.55,29.09,27.55,27.91,28.91,213400,5098239,2233,-0.03
ISLAMIINS,05-08-2012,33.48,33.48,32.95,33.13,33.57,26320,5005729,1992,-0.01
ISNLTD,05-08-2012,15.52,15.52,15.43,15.43,16,2625,5293649,9515,-0.04
JAMUNABANK,05-08-2012,18.5,18.5,17.7,17.8,18.1,103500,6853509,7506,-0.02
JAMUNAOIL,05-08-2012,163.85,165.59,161.61,162.03,165.03,277992,4978859,10981,-0.02
JANATAINS,05-08-2012,10.92,11.09,10.63,10.8,11.05,27280,5072194,13621,-0.02
JUTESPINN,05-08-2012,73.1,76,72.8,73.4,76.5,850,6286219,6556,-0.04
KARNAPHULI,05-08-2012,32,32,30.6,30.8,31.9,44400,5310447,4371,-0.03
KAY&QUE,05-08-2012,27.5,27.5,26.8,27,27.5,13000,6125341,13051,-0.02
KEYACOSMET,05-08-2012,30.08,30.17,29.34,29.59,29.67,1567555,5804580,6384,0
KOHINOOR,05-08-2012,116.92,116.92,116.92,116.92,121.23,813,5579740,14905,-0.04
KPCL,05-08-2012,42.41,42.86,41.61,41.7,42.32,371392,5966997,9215,-0.01
LAFSURCEML,05-08-2012,32.9,33,32.1,32.2,32.7,694000,4629210,8598,-0.02
LANKABAFIN,05-08-2012,55.91,56.36,54.09,54.36,56.09,568150,5256611,13070,-0.03
LEGACYFOOT,05-08-2012,18.57,18.57,17.9,18.1,18.29,28350,5928404,3369,-0.01
LINDEBD,05-08-2012,539.9,539.9,515,518.6,540.3,1250,6600866,10054,-0.04
LRGLOBMF1,05-08-2012,9.2,9.2,9.2,9.2,9.9,500,6115350,5231,-0.07
MAKSONSPIN,05-08-2012,15.1,15.2,14.8,14.8,15,300500,6150229,14024,-0.01
MALEKSPIN,05-08-2012,16.8,17.2,16.6,16.8,16.9,187500,6711368,12955,-0.01
MARICO,05-08-2012,373.5,373.5,356.5,363.5,368.9,2550,5747568,7397,-0.01
MBL1STMF,05-08-2012,5.8,5.8,5.8,5.8,6.2,2500,6500707,8124,-0.06
MEGCONMILK,05-08-2012,11.3,11.3,11.3,11.3,11.4,500,4146735,6940,-0.01
MEGHNACEM,05-08-2012,117.7,118.7,116,116.2,118.3,42300,4996197,3048,-0.02
MEGHNALIFE,05-08-2012,121.1,121.7,117.6,118,122.6,54550,4070946,6831,-0.04
MEGHNAPET,05-08-2012,6.6,6.8,6.5,6.7,6.5,7000,6017027,9873,0.03
MERCANBANK,05-08-2012,17.59,17.59,16.57,16.76,17.31,290520,6980587,10117,-0.03
MERCINS,05-08-2012,26.79,26.96,26.25,26.34,27.14,145600,5155691,2011,-0.03
METROSPIN,05-08-2012,14.13,14.46,14.05,14.13,14.21,151250,4518776,6075,-0.01
MICEMENT,05-08-2012,96.27,96.36,94.18,94.91,96.27,299640,4824149,9876,-0.01
MIDASFIN,05-08-2012,47.2,47.2,46.5,46.8,48.2,6000,5543490,8137,-0.03
MIRACLEIND,05-08-2012,11.14,11.14,11.14,11.14,11.33,5775,4684872,2409,-0.02
MITHUNKNIT,05-08-2012,47.41,48.13,47.41,47.84,48.71,6960,6871488,5802,-0.02
MJLBD,05-08-2012,74,74,72,72.9,73.5,175900,6786213,9280,-0.01
MONNOCERA,05-08-2012,34.7,35,33.9,34.7,34.1,22000,5602675,14446,0.02
MONNOSTAF,05-08-2012,155,155,155,155,170,150,5943943,2519,-0.09
MPETROLEUM,05-08-2012,132.37,132.56,130.32,130.58,133.01,506688,4978572,10879,-0.02
MTBL,05-08-2012,18.64,18.82,18.18,18.73,18.64,198550,5931160,7253,0
NATLIFEINS,05-08-2012,257.69,257.69,248.46,249.85,253.69,10465,5902714,10263,-0.02
NAVANACNG,05-08-2012,55.07,55.07,53.69,54.06,54.78,176502,6438616,4114,-0.01
NBL,05-08-2012,22.3,22.5,21.7,21.7,22.2,2028900,6604193,9315,-0.02
NCCBANK,05-08-2012,16.55,16.73,16.09,16.27,16.27,361625,4157955,2208,0
NCCBLMF1,05-08-2012,10,10,10,10,10.5,500,6889372,1633,-0.05
NHFIL,05-08-2012,28.32,29.21,28.19,28.83,28.44,138600,5193613,7421,0.01
NITOLINS,05-08-2012,37.26,37.26,37.26,37.26,38.58,13780,6651947,13545,-0.03
NORTHRNINS,05-08-2012,42.95,42.95,41.52,42.14,43.3,104720,6649071,14998,-0.03
NPOLYMAR,05-08-2012,34.6,35.5,34.2,34.6,34.8,6100,5181997,3705,-0.01
NTLTUBES,05-08-2012,54,54.1,53,53.5,54.2,6500,4486780,11003,-0.01
OLYMPIC,05-08-2012,51.6,51.87,50.8,51.07,51.78,253125,6023257,14570,-0.01
ONEBANKLTD,05-08-2012,17.13,17.13,16.09,16.17,16.78,843525,5542061,14107,-0.04
ORIONINFU,05-08-2012,37.2,37.8,37.2,37.3,37.9,51000,5121655,7217,-0.02
PADMALIFE,05-08-2012,64.3,65,64,64.3,65.5,60500,6506117,10643,-0.02
PADMAOIL,05-08-2012,202.22,202.22,200,200.59,203.63,52110,4952943,2419,-0.01
PARAMOUNT,05-08-2012,23.62,23.71,22.95,23.24,23.71,58275,4394440,12866,-0.02
PEOPLESINS,05-08-2012,25.1,25.3,24.2,24.3,25,21200,6468642,6257,-0.03
PF1STMF,05-08-2012,5.8,6,5.7,5.8,5.9,431500,5985695,5563,-0.02
PHARMAID,05-08-2012,149,152,148.1,148.6,150.8,8000,6379150,5007,-0.01
PHENIXINS,05-08-2012,49.04,50.4,48.8,49.2,49.76,44500,6105002,10798,-0.01
PHOENIXFIN,05-08-2012,41.33,41.83,39.67,40.08,41.75,106200,6779852,12935,-0.04
PHPMF1,05-08-2012,4.9,4.9,4.8,4.8,4.8,151000,5446317,7844,0
PIONEERINS,05-08-2012,70.83,71.25,69.58,69.83,71.92,43200,5190632,14646,-0.03
PLFSL,05-08-2012,28.66,28.66,27.59,27.68,28.39,450240,6195029,3425,-0.03
POPULAR1MF,05-08-2012,5.2,5.3,5.2,5.2,5.2,312500,6985121,9377,0
POPULARLIF,05-08-2012,150.48,150.48,142.57,144,145.71,7875,6243027,8557,-0.01
POWERGRID,05-08-2012,49,49,46.91,47.27,47.82,30800,6514123,4609,-0.01
PRAGATIINS,05-08-2012,56.17,57.01,55.42,55.79,57.48,2461,4119875,8463,-0.03
PRAGATILIF,05-08-2012,145,145,131,134.7,140,2000,5072940,3256,-0.04
PREMIERBAN,05-08-2012,15,15,14.09,14.18,14.64,627550,6447270,2078,-0.03
PREMIERLEA,05-08-2012,17.4,17.5,17.2,17.3,17.5,145500,6080156,14116,-0.01
PRIME1ICBA,05-08-2012,6,6.1,5.9,6,5.9,66500,6938729,12955,0.02
PRIMEBANK,05-08-2012,27.82,29.09,27.82,28.64,28.64,207075,5606896,12019,0
PRIMEFIN,05-08-2012,39.08,39.08,37.25,37.33,37.83,75540,6493637,13461,-0.01
PRIMEINSUR,05-08-2012,34.78,36.87,34.78,36.09,36.61,12938,6474005,3142,-0.01
PRIMELIFE,05-08-2012,137.1,143,137.1,138.8,140.7,5800,5110765,7204,-0.01
PRIMETEX,05-08-2012,18,18.2,17.9,17.9,18.2,28500,5290307,10344,-0.02
PROGRESLIF,05-08-2012,82.71,95.68,82.71,91.86,87.29,8260,6712628,7728,0.05
PROVATIINS,05-08-2012,26.88,26.96,26.16,26.52,27.32,12320,5882357,4628,-0.03
PUBALIBANK,05-08-2012,30.6,30.6,29.8,30,30.7,313600,4726372,1811,-0.02
PURABIGEN,05-08-2012,20.55,20.61,20.3,20.58,20.55,90750,5423966,9151,0
QSMDRYCELL,05-08-2012,32.73,33.39,32.73,32.89,33.55,53845,5960427,7011,-0.02
RAHIMAFOOD,05-08-2012,16.4,16.4,15.8,15.9,16.3,33000,6501437,12522,-0.02
RAHIMTEXT,05-08-2012,94.4,94.4,94.4,94.4,89.28,63,4028223,5511,0.06
RAKCERAMIC,05-08-2012,55.91,56,54.91,55,55.82,57420,5493626,5105,-0.01
RANFOUNDRY,05-08-2012,62.8,62.8,62.8,62.8,63.7,500,4986981,9131,-0.01
RDFOOD,05-08-2012,20.36,20.82,20.09,20.18,20.64,457160,5425372,4579,-0.02
RECKITTBEN,05-08-2012,775,778,775,776.7,776,1050,4846359,5220,0
RELIANCINS,05-08-2012,69.18,69.18,69.09,69.09,73.73,2200,6044208,14631,-0.06
RENATA,05-08-2012,686.4,689.2,685.28,686.4,683.36,2750,4854633,13840,0
RENWICKJA,05-08-2012,62,63.5,62,62.6,64,1950,5545382,7108,-0.02
REPUBLIC,05-08-2012,41.61,42.41,41.61,41.88,42.59,27440,4625655,8766,-0.02
RNSPIN,05-08-2012,25.6,26.3,24.9,26,25.5,3316750,5844917,13214,0.02
RUPALIBANK,05-08-2012,63.64,64.09,61.18,61.82,63.64,15730,6462432,5573,-0.03
RUPALIINS,05-08-2012,34.5,35.08,33.92,34.75,34.75,325680,5245532,14647,0
RUPALILIFE,05-08-2012,102.77,104.29,102.77,103.57,107.59,8400,6613227,13133,-0.04
SAFKOSPINN,05-08-2012,15.45,15.64,15.18,15.27,15.27,33000,4956419,7764,0
SAIHAMCOT,05-08-2012,19.1,20.7,19.1,20.3,19.2,2284250,6796878,3117,0.06
SAIHAMTEX,05-08-2012,21.4,22.2,21,21.5,21.4,362900,6319955,13819,0
SALAMCRST,05-08-2012,49.8,49.8,48.6,48.8,49.8,91000,4612471,11158,-0.02
SALVOCHEM,05-08-2012,19.14,19.24,18.48,18.67,18.95,184800,4446021,6180,-0.01
SAMORITA,05-08-2012,59.23,59.23,59.23,59.23,53.85,650,5397497,9688,0.1
SANDHANINS,05-08-2012,74.77,76.77,74.38,74.77,75.31,19565,4785429,14381,-0.01
SAPORTL,05-08-2012,27.73,28.36,27.64,27.73,27.91,34650,5976887,12316,-0.01
SAVAREFR,05-08-2012,49.9,50,49.9,49.9,49.2,400,6356544,9438,0.01
SEBL1STMF,05-08-2012,9.9,10.1,9.9,9.9,9.9,139500,4668899,7981,0
SHAHJABANK,05-08-2012,19.25,19.25,18.42,18.5,18.75,411480,5559343,11675,-0.01
SHYAMPSUG,05-08-2012,8.5,8.5,8.5,8.5,9,500,5330954,2379,-0.06
SIBL,05-08-2012,17.82,18.27,17.82,18.18,18.09,1696475,5068641,9919,0
SINGERBD,05-08-2012,124.8,130.8,124.48,124.72,126.4,17250,6350299,1599,-0.01
SINOBANGLA,05-08-2012,23.8,23.8,23.3,23.3,23.8,30500,6536752,14022,-0.02
SONALIANSH,05-08-2012,103.8,106,103.8,104.1,106.1,1500,5123370,12437,-0.02
SONARBAINS,05-08-2012,29.55,29.55,28.48,28.75,29.55,20160,4889996,13352,-0.03
SONARGAON,05-08-2012,15.71,15.81,15.14,15.24,15.62,23625,6070780,6710,-0.02
SOUTHEASTB,05-08-2012,18.1,18.1,17.2,17.5,17.7,234500,6194697,5239,-0.01
SPCERAMICS,05-08-2012,21.65,21.74,20.78,20.87,21.48,140070,6648184,11554,-0.03
SQUARETEXT,05-08-2012,84,85.13,83.13,83.57,84.78,32258,5241483,13244,-0.01
SQURPHARMA,05-08-2012,141.26,141.26,140.16,140.61,140.66,346892,5661206,7995,0
STANCERAM,05-08-2012,23,25.3,23,24.4,24.6,2500,4950294,7182,-0.01
STANDARINS,05-08-2012,34.09,35.13,34.09,34.61,34.35,20700,5665839,11131,0.01
STANDBANKL,05-08-2012,14.96,14.96,14.7,14.7,15.04,222885,6835118,2504,-0.02
STYLECRAFT,05-08-2012,731.5,731.5,730,730.5,780,300,4592528,13557,-0.06
SUMITPOWER,05-08-2012,40.17,40.67,39.5,39.67,40.25,324840,5659064,2577,-0.01
TAKAFULINS,05-08-2012,36.35,36.35,35.39,35.57,36.09,36225,5600208,3117,-0.01
TALLUSPIN,05-08-2012,18.97,18.97,18.1,18.1,18.74,695497,5356924,8204,-0.03
TITASGAS,05-08-2012,66.48,67.05,65.81,65.9,66.29,516600,5778965,8690,-0.01
TRUSTB1MF,05-08-2012,7.9,8.1,7.7,8,7.9,465000,4647135,1891,0.01
TRUSTBANK,05-08-2012,19.36,19.55,19.18,19.27,19.64,77000,5951870,3015,-0.02
UCBL,05-08-2012,20.8,20.8,19.8,19.9,20.4,522900,6028588,2283,-0.02
ULC,05-08-2012,27.22,27.83,26.35,26.61,27.57,61640,4129339,7210,-0.03
UNIONCAP,05-08-2012,26.95,27.05,26.48,26.57,27.33,49350,6186770,4969,-0.03
UNIQUEHRL,05-08-2012,71.1,75.8,70.9,75.1,71.6,474200,5840060,13035,0.05
UNITEDAIR,05-08-2012,11.34,11.57,11.1,11.34,11.26,2595320,6131107,12737,0.01
USMANIAGL,05-08-2012,62.58,62.88,62.5,62.5,62.73,858,5346493,4599,0
UTTARABANK,05-08-2012,33.18,33.18,31.73,31.73,32.73,259600,5779644,4713,-0.03
UTTARAFIN,05-08-2012,78.64,79.45,77.55,77.73,79.09,55000,4588228,8029,-0.02
ZAHINTEX,05-08-2012,31,31,29.6,30.2,31.1,222500,4468936,12229,-0.03
ZEALBANGLA,05-08-2012,8.6,8.6,8.6,8.6,9,100,5302803,8873,-0.04
