CODE,NAME,FACE VALUE,CATEGORY,ELECTRONIC,MARKET LOT,TOTAL SHARE,PE,LOW,MARKET CAP,AUTHORIZED CAP,PAID UP CAP,SECTOR,LISTING YEAR,SPONSOR,GOVT,INSTITUTE,FOREIGN,PUBLIC,LAST AGM,YEAR END,,,RESERVE SURPLUS
T15Y0524,15 YEARS BGT BOND ISSUED 13.05.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y0525,15 YEARS BGT BOND ISSUED 12.05.2010,100000,A,n,1,7500,,-,750,0,750,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T15Y0526,15 YEARS BGT BOND ISSUED 11.05.2011,100000,A,Y,1,25000,,-,2500,0,2500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T15Y0623,15 YEARS BGT BOND ISSUED 11.06.2008,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T15Y0624,15 YEARS BGT BOND ISSUED 10.06.2009,100000,A,Y,1,8000,,-,800,0,800,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y0625,15 YEARS BGT BOND ISSUED 09.06.2010,100000,A,n,1,7500,,-,750,0,750,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T15Y0626,15 YEARS BGT BOND ISSUED 15.06.2011,100000,A,Y,1,25000,,-,2500,0,2500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T15Y0722,15 YEARS BGT BOND ISSUED 11.07.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,n/a,200612,,,0
T15Y0723,15 YEARS BGT BOND ISSUED 09.07.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T15Y0724,15 YEARS BGT BOND ISSUED 15.07.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T15Y0725,15 YEARS BGT BOND ISSUED 14.07.2010,100000,A,n,1,14000,,-,1400,0,1400,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T15Y0822,15 YEARS BGT BOND ISSUED 15.08.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,n/a,200612,,,0
T15Y0823,15 YEARS BGT BOND ISSUED 13.08.2008,100000,A,Y,1,15000,,-,1500,0,0,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T15Y0824,15 YEARS BGT BOND ISSUED 12.08.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T15Y0825,15 YEARS BGT BOND ISSUED 11.08.2010,100000,A,y,1,14000,,-,1400,0,1400,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T15Y0826,15 YEARS BGT BOND ISSUED 17.08.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T15Y0922,15 YEARS BGT BOND ISSUED 12.09.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T15Y0923,15 YEARS BGT BOND ISSUED 10.09.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T15Y0924,15 YEARS BGT BOND ISSUED 09.09.2009,100000,A,n,1,15000,,-,1500,0,0,Treasury Bond,2009,0,0,0,0,0,,n/a,,,0
T15Y0925,15 YEARS BGT BOND ISSUED 15.09.2010,100000,A,Y,1,14000,,-,1400,0,1400,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y0926,15 YEARS BGT BOND ISSUED 21.09.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T15Y1022,15 YEARS BGT BOND ISSUED 11.10.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T15Y1023,15 YEARS BGT BOND ISSUED 15.10.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T15Y1024,15 YEARS BGT BOND ISSUED 14.10.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T15Y1025,15 YEARS BGT BOND ISSUED 13.10.2010,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y1122,15 YEARS BGT BOND ISSUED 14.11.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T15Y1123,15 YEARS BGT BOND ISSUED 12.11.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T15Y1125,15 YEARS BGT BOND ISSUED 10.11.2010,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y1222,15 YEARS BGT BOND ISSUED 12.12.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T15Y1223,15 YEARS BGT BOND ISSUED 11.12.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y1224,15 YEARS BGT BOND ISSUED ON 09.12.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T15Y1225,15 YEARS BGT BOND ISSUED 15.12.2010,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y0128,20 YEARS BGT BOND ISSUED 23.01.2008,100000,A,N,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,0,200806,,,0
T20Y0129,20 YEARS BGT BOND ISSUED 28.01.2009,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y0131,20 YEARS BGT BOND ISSUED 26.01.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y0228,20 YEARS BGT BOND ISSUED 27.02.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T20Y0229,20 YEARS BGT BOND ISSUED 25.02.2009,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y0230,20 YEARS BGT BOND ISSUED ON 24.02.2010,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T20Y0231,20 YEARS BGT BOND ISSUED 23.02.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y0328,20 YEARS BGT BOND ISSUED 27.03.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T20Y0329,20 YEARS BGT BOND ISSUED 25.03.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y0330,20 YEARS BGT BOND ISSUED 24.03.2010,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T20Y0428,20 YEARS BGT BOND ISSUED 23.04.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T20Y0429,20 YEARS BGT BOND ISSUED 29.04.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y0430,20 YEARS BGT BOND ISSUED ON 28.04.2010,100000,A,Y,1,8000,,-,800,0,800,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T20Y0431,20 YEARS BGT BOND ISSUED 27.04.2011,100000,A,Y,1,17500,,-,1750,0,1750,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T20Y0528,20 YEARS BGT BOND ISSUED 28.05.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T20Y0530,20 YEARS BGT BOND ISSUED 26.05.2010,100000,A,n,1,7500,,-,750,0,750,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T20Y0531,20 YEARS BGT BOND ISSUED 25.05.2011,100000,A,Y,1,17500,,-,1750,0,1750,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T20Y0628,20 YEARS BGT BOND ISSUED 25.06.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T20Y0629,20 YEARS BGT BOND ISSUED 24.06.2009,100000,A,Y,1,8000,,-,800,0,800,Treasury Bond,2005,0,0,0,0,0,0,200906,,,0
T20Y0630,20 YEARS BGT BOND ISSUED 23.06.2010,100000,A,n,1,7500,,-,750,0,750,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T20Y0631,20 YEARS BGT BOND ISSUED 29.06.2011,100000,A,Y,1,18500,,-,1850,0,1850,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T20Y0727,20 YEARS BGT BOND ISSUED 25.07.2007,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T20Y0728,20 YEARS BGT BOND ISSUED 23.07.2008,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T20Y0729,20 YEARS BGT BOND ISSUED 29.07.2009,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2005,0,0,0,0,0,0,200906,,,0
T20Y0730,20 YEARS BGT BOND ISSUED ON 29.07.2010,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T20Y0731,20 YEARS BGT BOND ISSUED 27.07.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T20Y0827,20 YEARS BGT BOND ISSUED 29.08.2007,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T20Y0828,20 YEARS BGT BOND ISSUED 27.08.2008,100000,A,Y,1,12500,,-,1250,0,0,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T20Y0829,20 YEARS BGT BOND ISSUED 26.08.2009,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T20Y0830,20 YEARS BGT BOND ISSUED 25.08.2010,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T20Y0831,20 YEARS BGT BOND ISSUED 24.08.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T20Y0927,20 YEARS BGT BOND ISSUED 26.09.2007,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T20Y0928,20 YEARS BGT BOND ISSUED 24.09.2008,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T20Y0930,20 YEARS BGT BOND ISSUED 29.09.2010,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y0931,20 YEARS BGT BOND ISSUED 28.09.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T20Y1027,20 YEARS BGT BOND ISSUED 24.10.2007,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T20Y1028,20 YEARS BGT BOND ISSUED 29.10.2008,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T20Y1029,20 YEARS BGT BOND ISSUED 28.10.2009,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T20Y1030,20 YEARS BGT BOND ISSUED 27.10.2010,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y1127,20 YEARS BGT BOND ISSUED 28.11.2007,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T20Y1128,20 YEARS BGT BOND ISSUED 26.11.2008,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y1130,20 YEARS BGT BOND ISSUED 24.11.2010,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y1227,20 YEARS BGT BOND ISSUED 26.12.2008,100000,A,N,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,0,200806,,,0
T20Y1228,20 YEARS BGT BOND ISSUED 24.12.2008,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y1229,20 YEARS BGT BOND ISSUED ON 23.12.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T20Y1230,20 YEARS BGT BOND ISSUED 29.12.2010,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T5Y0112,5 YEARS 7.5% BGT BOND ISSUED 24.01.2007,100000,A,Y,1,19640,,-,1964,0,1964,Treasury Bond,2007,0,0,0,0,0,n/a,200512,,,0
T5Y0113,5 YEARS BGT BOND ISSUED 16.01.2008,100000,A,N,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200806,,,0
T5Y0114,5 YEARS BGT BOND ISSUED 21.01.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T5Y0115,5 YEARS BGT BOND ISSUED ON 20.01.2010,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T5Y0116,5 YEARS BGT BOND ISSUED 19.01.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T5Y0212,5 YEARS 7.5% BGT BOND ISSUED 22.02.2007,100000,A,Y,1,59070,,-,5907,0,5907,Treasury Bond,2007,0,0,0,0,0,n/a,200712,,,0
T5Y0213,5 YEARS BGT BOND ISSUED 20.02.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T5Y0214,5 YEARS BGT BOND ISSUED 18.02.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T5Y0215,5 YEARS BGT BOND ISSUED ON 17.02.2010,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T5Y0216,5 YEARS BGT BOND ISSUED 17.02.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T5Y0313,5 YEARS BGT BOND ISSUED 19.03.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T5Y0314,5 YEARS BGT BOND ISSUED 18.03.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T5Y0315,5 YEARS BGT BOND ISSUED ON 18.03.2010,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T5Y0316,5 YEARS BGT BOND ISSUED 16.03.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T5Y0412,5 YEARS 7.5% BGT BOND ISSUED 18.04.2007,100000,A,Y,1,19000,,-,1900,0,1900,Treasury Bond,2007,0,0,0,0,0,n/a,200101,,,0
T5Y0414,5 YEARS BGT BOND ISSUED 22.04.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T5Y0415,5 YEARS BGT BOND ISSUED ON 21.04.2010,100000,A,Y,1,12000,,-,1200,0,1200,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T5Y0416,5 YEARS BGT BOND ISSUED 20.04.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T5Y0514,5 YEARS BGT BOND ISSUED 20.05.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T5Y0516,5 YEARS BGT BOND ISSUED 18.05.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T5Y0613,5 YEARS BGT BOND ISSUED 18.06.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T5Y0615,5 YEARS BGT BOND ISSUED 16.06.2010,100000,A,Y,1,12000,,-,1200,0,1200,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T5Y0616,5 YEARS BGT BOND ISSUED ON 22.06.11,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T5Y0712,5 YEARS BGT BOND ISSUED 18.07.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,n/a,200612,,,0
T5Y0713,5 YEAR BGT BOND ISSUED 16.07.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T5Y0714,5 YEARS BGT BOND ISSUED 22.07.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T5Y0716,5 YEARS BGT BOND ISSUED 06.07.2011,100000,A,Y,1,30000,,-,3000,0,3000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T5Y0811,5 YEAR 7.5% BGT BOND ISSUED 07.08.2006,100000,A,Y,1,46100,,-,4610,0,4610,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T5Y0812,5 YEARS BGT BOND ISSUED 22.08.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T5Y0813,5 YEARS BGT BOND ISSUED 20.08.2008,100000,A,Y,1,40000,,-,4000,0,0,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T5Y0814,5 YEARS BGT BOND ISSUED 19.08.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T5Y0816,5 YEARS BGT BOND ISSUED ON 03.08.11,100000,A,Y,1,30000,,-,3000,0,3000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T5Y0911,5 YEARS 7.5% BGT BOND ISSUED 20.09.2006,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T5Y0912,5 YEARS BGT BOND ISSUED 19.09.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T5Y0913,5 YEARS BGT BOND ISSUED 17.09.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T5Y0914,5 YEARS BGT BOND ISSUED 16.09.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T5Y0915,5 YEARS BGT BOND ISSUED 22.09.2010,100000,A,Y,1,35000,,-,3500,0,3500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T5Y0916,5 YEARS BGT BOND ISSUED 07.09.2011,100000,A,Y,1,30000,,-,3000,0,3000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T5Y1011,5 YEARS 7.5% BGT BOND ISSUED 18.10.2006,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T5Y1012,5 YEARS BGT BOND ISSUED 17.10.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T5Y1013,5 YEARS BGT BOND ISSUED 22.10.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T5Y1014,5 YEARS BGT BOND ISSUED 21.10.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T5Y1015,5 YEARS BGT BOND ISSUED 20.10.2010,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T5Y1111,5 YEARS 7.5% BGT BOND ISSUED 22.11.2006,100000,A,Y,1,41970,,-,4197,0,4197,Treasury Bond,2007,0,0,0,0,0,n/a,200712,,,0
T5Y1112,5 YEARS BGT BOND ISSUED 21.11.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T5Y1113,5 YEARS BGT BOND ISSUED 19.11.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T5Y1114,5 YEARS BGT BOND ISSUED ON 18.11.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T5Y1115,5 YEARS BGT BOND ISSUED 21.11.2010,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T5Y1211,5 YEARS 7.5% BGT BONDS ISSUED 20.12.2006,100000,A,Y,1,17620,,-,1762,0,1762,Treasury Bond,2007,0,0,0,0,0,200712,200101,,,0
T5Y1212,5 YEARS BGT BOND ISSUED 19.12.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T5Y1213,5 YEARS BGT BOND ISSUED 17.12.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T5Y1214,5 YEARS BGT BOND ISSUED ON 17.12.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T5Y1215,5 YEARS BGT BOND ISSUED 22.12.2010,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
TAKAFULINS,TAKAFUL ISLAMI INSURANCE LIMITED,10,A,Y,500,26691356,14.24,28.1 - 55,1006.264,1000,267,Insurance,2008,36.63,0,0,0,63.37,15/06/2013,201212,,,138.09
TALLUSPIN,TALLU SPINNING,10,A,Y,100,81213978,9.61,18.2 - 47.1,3094.253,2000,812.13,Textile,1990,30.62,0,20.61,0,48.77,20/12/2013,201306,,,379.7
TITASGAS,TITAS GAS TRANSMISSION & DIST. CO. LTD.,10,A,Y,500,989221831,8.52,63.4 - 102,73004.571,20000,9892,Fuel & Power,2008,0,75,0,0,25,24/12/2013,201306,,,35827.4
TRUSTB1MF,TRUST BANK 1ST MUTUAL FUND,10,A,Y,500,217452007,13.85,5.8 - 11.5,1565.654,0,2175,Mutual Funds,2010,20,0,60,0,20,,201306,,,144.47
TRUSTBANK,TRUST BANK LIMITED,10,A,Y,500,380541220,13.5,16.2 - 25.8,7610.824,10000,3805,Bank,2007,60,0,23.15,0.16,16.69,6/6/2013,201212,,,2512.14
UCBL,UNITED COMMERCIAL BANK LTD.,10,A,Y,50,836611631,10.37,15.2 - 26.9,20998.952,15000,8366,Bank,1986,37.18,0.81,11.41,0,50.6,6/6/2013,201212,,,8345.79
ULC,UNITED LEASING,10,A,Y,200,127512000,16.73,24.3 - 41.2,4233.398,3000,1275,Financial Institutions,1994,44.21,0,21.83,9.1,24.86,28/03/2013,201212,,,675.53
UNIONCAP,UNION CAPITAL LIMITED,10,B,Y,500,109909327,120.71,18.6 - 39.9,3802.863,2000,1099,Financial Institutions,2007,55.97,0,16.6,0,27.43,31/03/2013,201212,,,769.81
UNIQUEHRL,UNIQUE HOTEL & RESORTS LIMITED,10,A,Y,100,294400000,22.02,65.9 - 129.8,22963.2,10000,2944,Travel & Leisure,2012,49.27,0,28.77,0.46,21.5,24/06/2013,201212,,,16279.2
UNITEDAIR,UNITED AIRWAYS (BD) LTD.,10,A,Y,100,568008000,9.48,14.9 - 24.9,9315.331,10000,5680,Travel & Leisure,2010,8.44,0,17.19,0,74.37,4/12/2013,201306,,,-170.97
UNITEDINS,UNITED INSURANCE,10,A,Y,100,39998970,16.92,30.6 - 57.6,1719.956,500,400,Insurance,1990,20.33,0,56.24,0,23.43,9/5/2013,201212,,,468.68
USMANIAGL,USMANIA GLASS,10,Z,Y,50,9828000,21.18,69 - 191.9,1391.645,500,98,Miscellaneous,1987,0,51,25.65,0,23.35,28/12/2012,201206,,,167.53
UTTARABANK,UTTARA BANK,10,A,Y,25,363709398,9.24,24.6 - 39.2,11311.362,6000,3637,Bank,1984,13.96,0,14.44,0,71.6,16/06/2013,201212,,,6172.45
UTTARAFIN,UTTARA FINANCE,10,A,Y,50,113836800,10.4,60.6 - 107.9,9414.303,5000,1138,Financial Institutions,1997,47.23,0,30.52,0.03,22.22,27/05/2013,201212,,,3269.51
ZAHINTEX,ZAHINTEX INDUSTRIES LIMITED,10,A,Y,500,56925000,17.89,23.1 - 37.4,1559.745,1200,569,Textile,2011,55.56,0,8.74,0,35.7,26/12/2013,201306,,,908.35
ZEALBANGLA,ZEAL BANGLA SUGAR MILLS LTD.,10,Z,Y,100,6000000,n/a,6.9 - 10.3,44.4,500,60,Food & Allied,1988,0,51.51,0.45,0,48.04,30/11/2013,201306,,,-1388.04
